filepath,category,split
pothole_raw/Pothole Dataset/img-940.jpg,pothole,train
pothole_raw/Pothole Dataset/img-1012.jpg,pothole,train
broken_streetlight_raw/20240305_192357.jpg,broken_streetlight,train
broken_streetlight_raw/20240309_191705.jpg,broken_streetlight,train
illegal_dumping_raw/trash83.jpg,illegal_dumping,train
broken_streetlight_raw/IMG-20240228-WA0003.jpg,broken_streetlight,train
broken_streetlight_raw/1710175966029.jpg,broken_streetlight,train
graffiti_raw/2019-10-13_14-58-26_UTC_3.jpg,graffiti,train
cracked_sidewalk_raw/noncrack_02.jpg,cracked_sidewalk,train
graffiti_raw/2018-11-19 03.25.24 1916014291427207254_cargraffiti.jpg,graffiti,train
broken_streetlight_raw/IMG_20240301_065507.jpg,broken_streetlight,train
broken_streetlight_raw/1710161617737.jpg,broken_streetlight,train
pothole_raw/Pothole Dataset/img-895.jpg,pothole,train
illegal_dumping_raw/trash106.jpg,illegal_dumping,train
graffiti_raw/2019-10-26_06-55-24_UTC_2.jpg,graffiti,train
cracked_sidewalk_raw/like_crack_120.jpg,cracked_sidewalk,train
pothole_raw/Pothole Dataset/img-460.jpg,pothole,train
pothole_raw/Pothole Dataset/img-1027.jpg,pothole,train
pothole_raw/Pothole Dataset/img-923.jpg,pothole,train
illegal_dumping_raw/trash49.jpg,illegal_dumping,train
illegal_dumping_raw/trash14.jpg,illegal_dumping,train
graffiti_raw/2019-08-30_13-54-38_UTC.jpg,graffiti,train
other_pool/n02006656_spoonbill.JPEG,other,train
cracked_sidewalk_raw/pure_crack_05.jpg,cracked_sidewalk,train
cracked_sidewalk_raw/crack_noise_04.jpg,cracked_sidewalk,train
other_pool/n02013706_limpkin.JPEG,other,train
pothole_raw/Pothole Dataset/img-423.jpg,pothole,train
pothole_raw/Pothole Dataset/img-946.jpg,pothole,train
pothole_raw/Pothole Dataset/img-1042.jpg,pothole,train
other_pool/n03527444_holster.JPEG,other,train
illegal_dumping_raw/trash98.jpg,illegal_dumping,train
cracked_sidewalk_raw/crack_in_large_context_01.JPG,cracked_sidewalk,train
other_pool/n01689811_alligator_lizard.JPEG,other,train
broken_streetlight_raw/1710175965927.jpg,broken_streetlight,train
pothole_raw/Pothole Dataset/img-381.jpg,pothole,train
broken_streetlight_raw/1709693388242.jpg,broken_streetlight,train
other_pool/n03866082_overskirt.JPEG,other,train
graffiti_raw/2018-09-13 15.29.44 1867788689221307685_cargraffiti.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-401.jpg,pothole,train
graffiti_raw/2018-07-30 10.52.06 1835034045195270427_cargraffiti.jpg,graffiti,train
graffiti_raw/2019-09-05_10-40-30_UTC.jpg,graffiti,train
graffiti_raw/2019-10-13_13-48-57_UTC_3.jpg,graffiti,train
illegal_dumping_raw/trash122.jpg,illegal_dumping,train
graffiti_raw/2019-10-22_09-58-45_UTC_3.jpg,graffiti,train
other_pool/n02093256_Staffordshire_bullterrier.JPEG,other,train
graffiti_raw/2019-09-16_01-45-45_UTC.jpg,graffiti,train
illegal_dumping_raw/trash2.jpg,illegal_dumping,train
other_pool/n04355933_sunglass.JPEG,other,train
pothole_raw/Pothole Dataset/img-1043.jpg,pothole,train
broken_streetlight_raw/IMG20240307184611.jpg,broken_streetlight,train
graffiti_raw/2019-03-12 14.26.18 1998216395464255206_cargraffiti.jpg,graffiti,train
broken_streetlight_raw/20240305_193322.jpg,broken_streetlight,train
graffiti_raw/2019-10-19_18-42-26_UTC.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-922.jpg,pothole,train
graffiti_raw/2018-07-10 20.20.20 1820824531386157852_cargraffiti.jpg,graffiti,train
other_pool/n02106662_German_shepherd.JPEG,other,train
broken_streetlight_raw/20240305_191601.jpg,broken_streetlight,train
graffiti_raw/2019-03-06 21.05.37 1994098919698563965_cargraffiti.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-398.jpg,pothole,train
other_pool/n01514668_cock.JPEG,other,train
graffiti_raw/2015-12-01 12.26.07 1130629554560784642_cargraffiti.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-337.jpg,pothole,train
broken_streetlight_raw/20240309_193046.jpg,broken_streetlight,train
broken_streetlight_raw/1710161617721.jpg,broken_streetlight,train
other_pool/n02777292_balance_beam.JPEG,other,train
pothole_raw/Pothole Dataset/img-705.jpg,pothole,train
graffiti_raw/2018-06-30 21.13.41 1813603622047486250_cargraffiti.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-524.jpg,pothole,train
broken_streetlight_raw/20240309_193627.jpg,broken_streetlight,train
pothole_raw/Pothole Dataset/img-871.jpg,pothole,train
other_pool/n02088238_basset.JPEG,other,train
cracked_sidewalk_raw/pure_crack_01.jpg,cracked_sidewalk,train
other_pool/n01677366_common_iguana.JPEG,other,train
pothole_raw/Pothole Dataset/img-543.jpg,pothole,train
graffiti_raw/2019-10-26_19-22-04_UTC_5.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-529.jpg,pothole,train
pothole_raw/Pothole Dataset/img-305.jpg,pothole,train
broken_streetlight_raw/IMG_20240229_221747.jpg,broken_streetlight,train
other_pool/n02690373_airliner.JPEG,other,train
broken_streetlight_raw/1710161617716.jpg,broken_streetlight,train
other_pool/n04380533_table_lamp.JPEG,other,train
broken_streetlight_raw/20240309_192356.jpg,broken_streetlight,train
other_pool/n04317175_stethoscope.JPEG,other,train
broken_streetlight_raw/WhatsApp Image 2024-03-03 at 22.57.07_23f76bd5.jpg,broken_streetlight,train
pothole_raw/Pothole Dataset/img-730.jpg,pothole,train
pothole_raw/Pothole Dataset/img-456.jpg,pothole,train
pothole_raw/Pothole Dataset/img-178.jpg,pothole,train
broken_streetlight_raw/IMG_20240301_065309.jpg,broken_streetlight,train
broken_streetlight_raw/IMG_20240301_065553.jpg,broken_streetlight,train
other_pool/n04350905_suit.JPEG,other,train
illegal_dumping_raw/trash79.jpg,illegal_dumping,train
broken_streetlight_raw/1710175965737.jpg,broken_streetlight,train
graffiti_raw/2018-10-04 12.17.29 1882912220615357661_cargraffiti.jpg,graffiti,train
graffiti_raw/2018-09-27 10.21.21 1877780338609697058_cargraffiti.jpg,graffiti,train
other_pool/n03394916_French_horn.JPEG,other,train
broken_streetlight_raw/20240309_192951.jpg,broken_streetlight,train
other_pool/n04147183_schooner.JPEG,other,train
other_pool/n09193705_alp.JPEG,other,train
other_pool/n03976657_pole.JPEG,other,train
other_pool/n01775062_wolf_spider.JPEG,other,train
graffiti_raw/2018-12-24 04.59.18 1941428704232376618_cargraffiti.jpg,graffiti,train
other_pool/n04589890_window_screen.JPEG,other,train
pothole_raw/Pothole Dataset/img-228.jpg,pothole,train
pothole_raw/Pothole Dataset/img-1105.jpg,pothole,train
other_pool/n03788195_mosque.JPEG,other,train
pothole_raw/Pothole Dataset/img-555.jpg,pothole,train
other_pool/n04540053_volleyball.JPEG,other,train
illegal_dumping_raw/trash1.jpg,illegal_dumping,train
graffiti_raw/2018-11-13 04.01.00 1911683556774942737_cargraffiti.jpg,graffiti,train
other_pool/n03916031_perfume.JPEG,other,train
broken_streetlight_raw/20240305_193619.jpg,broken_streetlight,train
broken_streetlight_raw/1710175966034.jpg,broken_streetlight,train
other_pool/n02536864_coho.JPEG,other,train
other_pool/n02100236_German_short-haired_pointer.JPEG,other,train
pothole_raw/Pothole Dataset/img-1064.jpg,pothole,train
broken_streetlight_raw/20240309_191250.jpg,broken_streetlight,train
other_pool/n02092339_Weimaraner.JPEG,other,train
illegal_dumping_raw/trash24.jpg,illegal_dumping,train
broken_streetlight_raw/20240309_193623.jpg,broken_streetlight,train
pothole_raw/Pothole Dataset/img-1013.jpg,pothole,train
pothole_raw/Pothole Dataset/img-667.jpg,pothole,train
graffiti_raw/2019-10-28_11-01-23_UTC_4.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-105.jpg,pothole,train
pothole_raw/Pothole Dataset/img-394.jpg,pothole,train
illegal_dumping_raw/trash119.jpg,illegal_dumping,train
graffiti_raw/2018-11-22 09.43.00 1918377162828561230_cargraffiti.jpg,graffiti,train
graffiti_raw/2019-08-23_05-20-36_UTC.jpg,graffiti,train
other_pool/n02099429_curly-coated_retriever.JPEG,other,train
pothole_raw/Pothole Dataset/img-821.jpg,pothole,train
pothole_raw/Pothole Dataset/img-341.jpg,pothole,train
broken_streetlight_raw/WhatsApp Image 2024-03-05 at 21.24.33_d57e96a3.jpg,broken_streetlight,train
cracked_sidewalk_raw/pure_crack_03.jpg,cracked_sidewalk,train
cracked_sidewalk_raw/noncrack_05.jpg,cracked_sidewalk,train
pothole_raw/Pothole Dataset/img-144.jpg,pothole,train
other_pool/n02112706_Brabancon_griffon.JPEG,other,train
other_pool/n04009552_projector.JPEG,other,train
pothole_raw/Pothole Dataset/img-295.jpg,pothole,train
broken_streetlight_raw/IMG_20240229_221734.jpg,broken_streetlight,train
other_pool/n07248320_book_jacket.JPEG,other,train
pothole_raw/Pothole Dataset/img-1158.jpg,pothole,train
graffiti_raw/2018-10-18 20.22.01 1893302950170005690_cargraffiti.jpg,graffiti,train
broken_streetlight_raw/20240309_191546.jpg,broken_streetlight,train
cracked_sidewalk_raw/pure_crack_02.jpg,cracked_sidewalk,train
graffiti_raw/2019-10-26_02-28-58_UTC.jpg,graffiti,train
graffiti_raw/2019-04-12 08.17.24 2020498770639661812_cargraffiti.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-530.jpg,pothole,train
broken_streetlight_raw/20240309_193958.jpg,broken_streetlight,train
pothole_raw/Pothole Dataset/img-791.jpg,pothole,train
other_pool/n02090622_borzoi.JPEG,other,train
pothole_raw/Pothole Dataset/img-763.jpg,pothole,train
graffiti_raw/2019-01-18 03.06.04 1959491108397767292_cargraffiti.jpg,graffiti,train
graffiti_raw/2019-02-26 14.24.18 1988098724076912926_cargraffiti.jpg,graffiti,train
other_pool/n04542943_waffle_iron.JPEG,other,train
broken_streetlight_raw/20240302_051154.jpg,broken_streetlight,train
other_pool/n03773504_missile.JPEG,other,train
other_pool/n02127052_lynx.JPEG,other,train
pothole_raw/Pothole Dataset/img-544.jpg,pothole,train
other_pool/n01843065_jacamar.JPEG,other,train
graffiti_raw/2019-08-18_20-21-25_UTC.jpg,graffiti,train
graffiti_raw/2019-03-03_17-33-12_UTC.jpg,graffiti,train
graffiti_raw/2019-08-25_07-16-34_UTC.jpg,graffiti,train
illegal_dumping_raw/trash26.jpg,illegal_dumping,train
graffiti_raw/2019-09-04_18-34-32_UTC.jpg,graffiti,train
graffiti_raw/2019-02-27 00.13.18 1988395174657896276_cargraffiti.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-1032.jpg,pothole,train
pothole_raw/Pothole Dataset/img-1018.jpg,pothole,train
broken_streetlight_raw/WhatsApp Image 2024-03-05 at 21.24.33_65302b3b.jpg,broken_streetlight,train
broken_streetlight_raw/20240305_192308.jpg,broken_streetlight,train
pothole_raw/Pothole Dataset/img-936.jpg,pothole,train
broken_streetlight_raw/20240309_193126.jpg,broken_streetlight,train
broken_streetlight_raw/1709693388235.jpg,broken_streetlight,train
other_pool/n03980874_poncho.JPEG,other,train
cracked_sidewalk_raw/noncrack_06.jpg,cracked_sidewalk,train
other_pool/n04204238_shopping_basket.JPEG,other,train
illegal_dumping_raw/trash137.jpg,illegal_dumping,train
graffiti_raw/2019-10-08_06-30-51_UTC_7.jpg,graffiti,train
broken_streetlight_raw/20240305_192648.jpg,broken_streetlight,train
pothole_raw/Pothole Dataset/img-586.jpg,pothole,train
pothole_raw/Pothole Dataset/img-183.jpg,pothole,train
broken_streetlight_raw/IMG_20240301_065214.jpg,broken_streetlight,train
other_pool/n02417914_ibex.JPEG,other,train
graffiti_raw/2019-08-20_14-30-14_UTC.jpg,graffiti,train
cracked_sidewalk_raw/crack_noise_02.jpg,cracked_sidewalk,train
other_pool/n02086079_Pekinese.JPEG,other,train
graffiti_raw/2018-08-06 04.39.10 1839919390993629008_cargraffiti.jpg,graffiti,train
other_pool/n02655020_puffer.JPEG,other,train
pothole_raw/Pothole Dataset/img-699.jpg,pothole,train
other_pool/n02879718_bow.JPEG,other,train
broken_streetlight_raw/20240309_191907.jpg,broken_streetlight,train
other_pool/n04285008_sports_car.JPEG,other,train
pothole_raw/Pothole Dataset/img-1081.jpg,pothole,train
graffiti_raw/2019-10-28_00-28-25_UTC_3.jpg,graffiti,train
graffiti_raw/2019-10-08_06-30-51_UTC_8.jpg,graffiti,train
illegal_dumping_raw/trash54.jpg,illegal_dumping,train
illegal_dumping_raw/trash63.jpg,illegal_dumping,train
broken_streetlight_raw/20240309_192515.jpg,broken_streetlight,train
broken_streetlight_raw/20240309_192945.jpg,broken_streetlight,train
illegal_dumping_raw/trash102.jpg,illegal_dumping,train
broken_streetlight_raw/20240309_191702.jpg,broken_streetlight,train
broken_streetlight_raw/1709693294375.jpg,broken_streetlight,train
other_pool/n02089078_black-and-tan_coonhound.JPEG,other,train
graffiti_raw/2019-09-01_07-13-43_UTC.jpg,graffiti,train
other_pool/n01847000_drake.JPEG,other,train
illegal_dumping_raw/trash135.jpg,illegal_dumping,train
graffiti_raw/2019-10-11_10-30-27_UTC_2.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-627.jpg,pothole,train
pothole_raw/Pothole Dataset/img-876.jpg,pothole,train
graffiti_raw/2019-09-18_16-46-03_UTC.jpg,graffiti,train
illegal_dumping_raw/trash126.jpg,illegal_dumping,train
graffiti_raw/2019-03-06_19-20-01_UTC_1.jpg,graffiti,train
graffiti_raw/2018-10-26 19.06.56 1899063364066044103_cargraffiti.jpg,graffiti,train
broken_streetlight_raw/20240409_185837.jpg,broken_streetlight,train
broken_streetlight_raw/20240309_190751.jpg,broken_streetlight,train
pothole_raw/Pothole Dataset/img-379.jpg,pothole,train
graffiti_raw/2018-12-10 11.56.57 1931492055558069026_cargraffiti.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-206.jpg,pothole,train
pothole_raw/Pothole Dataset/img-1142.jpg,pothole,train
graffiti_raw/2018-11-09 05.45.27 1908837025039407268_cargraffiti.jpg,graffiti,train
graffiti_raw/2019-10-18_23-10-43_UTC_2.jpg,graffiti,train
other_pool/n02909870_bucket.JPEG,other,train
other_pool/n01749939_green_mamba.JPEG,other,train
broken_streetlight_raw/1710161617711.jpg,broken_streetlight,train
graffiti_raw/2019-04-18 07.47.35 2024832415651615814_cargraffiti.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-131.jpg,pothole,train
broken_streetlight_raw/20240309_193412.jpg,broken_streetlight,train
other_pool/n01943899_conch.JPEG,other,train
cracked_sidewalk_raw/like_crack_202.jpg,cracked_sidewalk,train
illegal_dumping_raw/trash36.jpg,illegal_dumping,train
cracked_sidewalk_raw/pure_crack_14.jpg,cracked_sidewalk,train
graffiti_raw/2018-09-14 04.39.10 1868186022685685968_cargraffiti.jpg,graffiti,train
graffiti_raw/2019-10-28_09-19-13_UTC_5.jpg,graffiti,train
cracked_sidewalk_raw/pure_crack_177.jpg,cracked_sidewalk,train
other_pool/n02808304_bath_towel.JPEG,other,train
pothole_raw/Pothole Dataset/img-71.jpg,pothole,train
cracked_sidewalk_raw/like_crack_07.jpg,cracked_sidewalk,train
graffiti_raw/2018-10-16 09.58.51 1891539750944201579_cargraffiti.jpg,graffiti,train
other_pool/n03710637_maillot.JPEG,other,train
other_pool/n02965783_car_mirror.JPEG,other,train
pothole_raw/Pothole Dataset/img-1017.jpg,pothole,train
pothole_raw/Pothole Dataset/img-911.jpg,pothole,train
broken_streetlight_raw/20240305_193310.jpg,broken_streetlight,train
illegal_dumping_raw/trash47.jpg,illegal_dumping,train
graffiti_raw/2018-06-14 00.03.41 1801368002497480325_cargraffiti.jpg,graffiti,train
other_pool/n02113712_miniature_poodle.JPEG,other,train
broken_streetlight_raw/1710175965828.jpg,broken_streetlight,train
illegal_dumping_raw/trash81.jpg,illegal_dumping,train
pothole_raw/Pothole Dataset/img-355.jpg,pothole,train
graffiti_raw/2019-08-20_11-21-41_UTC.jpg,graffiti,train
graffiti_raw/2019-02-27 00.13.18 1988395174607568031_cargraffiti.jpg,graffiti,train
illegal_dumping_raw/trash103.jpg,illegal_dumping,train
illegal_dumping_raw/trash116.jpg,illegal_dumping,train
pothole_raw/Pothole Dataset/img-1070.jpg,pothole,train
other_pool/n02966687_carpenter's_kit.JPEG,other,train
broken_streetlight_raw/WhatsApp Image 2024-03-09 at 20.40.33_0b3247b3.jpg,broken_streetlight,train
pothole_raw/Pothole Dataset/img-1071.jpg,pothole,train
broken_streetlight_raw/IMG-20240301-WA0004.jpg,broken_streetlight,train
graffiti_raw/2018-09-16 02.59.13 1869584827902882128_cargraffiti.jpg,graffiti,train
other_pool/n02871525_bookshop.JPEG,other,train
illegal_dumping_raw/trash113.jpg,illegal_dumping,train
other_pool/n02346627_porcupine.JPEG,other,train
cracked_sidewalk_raw/like_crack_01.jpg,cracked_sidewalk,train
other_pool/n07802026_hay.JPEG,other,train
other_pool/n01882714_koala.JPEG,other,train
cracked_sidewalk_raw/like_crack_08.jpg,cracked_sidewalk,train
graffiti_raw/2019-01-20 12.32.37 1961225807720850576_cargraffiti.jpg,graffiti,train
cracked_sidewalk_raw/noncrack_07.jpg,cracked_sidewalk,train
other_pool/n03908618_pencil_box.JPEG,other,train
broken_streetlight_raw/IMG-20240303-WA0067.jpg,broken_streetlight,train
cracked_sidewalk_raw/like_crack_201.jpg,cracked_sidewalk,train
broken_streetlight_raw/20240305_191447.jpg,broken_streetlight,train
other_pool/n02422699_impala.JPEG,other,train
other_pool/n02102480_Sussex_spaniel.JPEG,other,train
broken_streetlight_raw/20240305_192611.jpg,broken_streetlight,train
illegal_dumping_raw/trash73.jpg,illegal_dumping,train
graffiti_raw/2019-10-27_15-11-54_UTC.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-937.jpg,pothole,train
pothole_raw/Pothole Dataset/img-811.jpg,pothole,train
graffiti_raw/2019-03-03_17-06-57_UTC_3.jpg,graffiti,train
graffiti_raw/2019-10-11_10-00-35_UTC.jpg,graffiti,train
graffiti_raw/2018-08-02 14.51.17 1837325331871324772_cargraffiti.jpg,graffiti,train
illegal_dumping_raw/trash28.jpg,illegal_dumping,train
broken_streetlight_raw/20240305_192124.jpg,broken_streetlight,train
graffiti_raw/2019-02-17 12.30.48 1981518620581517504_cargraffiti.jpg,graffiti,train
other_pool/n03868863_oxygen_mask.JPEG,other,train
graffiti_raw/2019-03-02 16.48.50 1991070573464003949_cargraffiti.jpg,graffiti,train
cracked_sidewalk_raw/crack_with_moss_01.jpg,cracked_sidewalk,train
other_pool/n03874293_paddlewheel.JPEG,other,train
other_pool/n02389026_sorrel.JPEG,other,train
illegal_dumping_raw/trash101.jpg,illegal_dumping,train
graffiti_raw/2018-07-24 07.26.18 1830581806840482431_cargraffiti.jpg,graffiti,train
other_pool/n02843684_birdhouse.JPEG,other,train
cracked_sidewalk_raw/pure_crack_19.jpg,cracked_sidewalk,train
broken_streetlight_raw/20240305_191556.jpg,broken_streetlight,train
pothole_raw/Pothole Dataset/img-598.jpg,pothole,train
pothole_raw/Pothole Dataset/img-179.jpg,pothole,train
pothole_raw/Pothole Dataset/img-1009.jpg,pothole,train
pothole_raw/Pothole Dataset/img-311.jpg,pothole,train
broken_streetlight_raw/WhatsApp Image 2024-03-09 at 20.40.35_1771beaf.jpg,broken_streetlight,train
other_pool/n04111531_rotisserie.JPEG,other,train
graffiti_raw/2019-08-21_19-33-24_UTC.jpg,graffiti,train
graffiti_raw/2019-09-08_15-30-32_UTC.jpg,graffiti,train
graffiti_raw/2018-09-07 22.21.44 1863647406047802832_cargraffiti.jpg,graffiti,train
broken_streetlight_raw/IMG_20240301_065156.jpg,broken_streetlight,train
pothole_raw/Pothole Dataset/img-37.jpg,pothole,train
pothole_raw/Pothole Dataset/img-704.jpg,pothole,train
other_pool/n03259280_Dutch_oven.JPEG,other,train
graffiti_raw/2019-10-27_07-17-32_UTC.jpg,graffiti,train
other_pool/n04367480_swab.JPEG,other,train
broken_streetlight_raw/20240309_192710.jpg,broken_streetlight,train
illegal_dumping_raw/trash60.jpg,illegal_dumping,train
other_pool/n02981792_catamaran.JPEG,other,train
broken_streetlight_raw/20240430_052134.jpg,broken_streetlight,train
broken_streetlight_raw/WhatsApp Image 2024-03-09 at 20.40.35_42419255.jpg,broken_streetlight,train
pothole_raw/Pothole Dataset/img-1233.jpg,pothole,train
other_pool/n07693725_bagel.JPEG,other,train
other_pool/n03661043_library.JPEG,other,train
graffiti_raw/2019-10-28_07-45-17_UTC.jpg,graffiti,train
graffiti_raw/2019-10-27_15-11-29_UTC.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-20.jpg,pothole,train
broken_streetlight_raw/1710175965896.jpg,broken_streetlight,train
graffiti_raw/2019-10-28_00-28-25_UTC_5.jpg,graffiti,train
broken_streetlight_raw/20240305_190254.jpg,broken_streetlight,train
graffiti_raw/2019-10-28_14-19-48_UTC.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-448.jpg,pothole,train
graffiti_raw/2019-02-18 05.26.27 1982029808368008637_cargraffiti.jpg,graffiti,train
other_pool/n02111889_Samoyed.JPEG,other,train
broken_streetlight_raw/1710175965774.jpg,broken_streetlight,train
pothole_raw/Pothole Dataset/img-772.jpg,pothole,train
other_pool/n01855032_red-breasted_merganser.JPEG,other,train
cracked_sidewalk_raw/pure_crack_20.jpg,cracked_sidewalk,train
pothole_raw/Pothole Dataset/img-4.jpg,pothole,train
pothole_raw/Pothole Dataset/img-1229.jpg,pothole,train
pothole_raw/Pothole Dataset/img-728.jpg,pothole,train
pothole_raw/Pothole Dataset/img-842.jpg,pothole,train
graffiti_raw/2019-10-08_17-55-46_UTC_1.jpg,graffiti,train
graffiti_raw/2019-10-28_11-01-23_UTC_8.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-440.jpg,pothole,train
graffiti_raw/2018-09-19 13.09.53 1872066958917771240_cargraffiti.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-1091.jpg,pothole,train
graffiti_raw/2018-09-06 20.43.18 1862873081324909008_cargraffiti.jpg,graffiti,train
graffiti_raw/2019-10-27_22-25-51_UTC_1.jpg,graffiti,train
illegal_dumping_raw/trash114.jpg,illegal_dumping,train
pothole_raw/Pothole Dataset/img-920.jpg,pothole,train
graffiti_raw/2019-10-28_17-31-04_UTC.jpg,graffiti,train
illegal_dumping_raw/trash84.jpg,illegal_dumping,train
illegal_dumping_raw/trash66.jpg,illegal_dumping,train
broken_streetlight_raw/20240309_193237.jpg,broken_streetlight,train
illegal_dumping_raw/trash107.jpg,illegal_dumping,train
pothole_raw/Pothole Dataset/img-292.jpg,pothole,train
broken_streetlight_raw/20240305_192839.jpg,broken_streetlight,train
pothole_raw/Pothole Dataset/img-816.jpg,pothole,train
graffiti_raw/2018-09-20 09.41.32 1872686861220023948_cargraffiti.jpg,graffiti,train
graffiti_raw/2019-10-20_13-13-57_UTC_3.jpg,graffiti,train
other_pool/n02094258_Norwich_terrier.JPEG,other,train
broken_streetlight_raw/20240309_190209.jpg,broken_streetlight,train
graffiti_raw/2019-10-17_16-20-27_UTC_1.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-289.jpg,pothole,train
pothole_raw/Pothole Dataset/img-1029.jpg,pothole,train
illegal_dumping_raw/trash12.jpg,illegal_dumping,train
broken_streetlight_raw/IMG20240307184614.jpg,broken_streetlight,train
illegal_dumping_raw/trash100.jpg,illegal_dumping,train
graffiti_raw/2018-08-30 07.23.06 1857391779009870605_cargraffiti.jpg,graffiti,train
graffiti_raw/2019-10-13_13-48-57_UTC_2.jpg,graffiti,train
graffiti_raw/2018-09-08 13.50.30 1864114863383954258_cargraffiti.jpg,graffiti,train
broken_streetlight_raw/20240305_193535.jpg,broken_streetlight,train
cracked_sidewalk_raw/like_crack_04.jpg,cracked_sidewalk,train
pothole_raw/Pothole Dataset/img-119.jpg,pothole,train
broken_streetlight_raw/WhatsApp Image 2024-03-05 at 21.24.02_7bf51968.jpg,broken_streetlight,train
cracked_sidewalk_raw/pure_crack_04.jpg,cracked_sidewalk,train
graffiti_raw/2019-09-19_20-02-03_UTC.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-862.jpg,pothole,train
graffiti_raw/2019-10-28_00-17-41_UTC_1.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-738.jpg,pothole,train
graffiti_raw/2019-10-28_00-17-41_UTC_2.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-877.jpg,pothole,train
pothole_raw/Pothole Dataset/img-78.jpg,pothole,train
other_pool/n02018795_bustard.JPEG,other,train
pothole_raw/Pothole Dataset/img-520.jpg,pothole,train
graffiti_raw/2018-11-14 20.03.05 1912892566372426168_cargraffiti.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-694.jpg,pothole,train
graffiti_raw/2019-02-12 21.51.11 1978176792325971992_cargraffiti.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-316.jpg,pothole,train
broken_streetlight_raw/20240309_191720.jpg,broken_streetlight,train
pothole_raw/Pothole Dataset/img-538.jpg,pothole,train
broken_streetlight_raw/IMG-20240228-WA0015.jpg,broken_streetlight,train
broken_streetlight_raw/1709693294152.jpg,broken_streetlight,train
broken_streetlight_raw/1709693388274.jpg,broken_streetlight,train
other_pool/n03888605_parallel_bars.JPEG,other,train
pothole_raw/Pothole Dataset/img-109.jpg,pothole,train
broken_streetlight_raw/20240430_051321.jpg,broken_streetlight,train
other_pool/n02108000_EntleBucher.JPEG,other,train
broken_streetlight_raw/20240305_190518.jpg,broken_streetlight,train
broken_streetlight_raw/IMG-20240228-WA0007.jpg,broken_streetlight,train
other_pool/n07860988_dough.JPEG,other,train
graffiti_raw/2018-08-11 10.34.07 1843722299656670891_cargraffiti.jpg,graffiti,train
other_pool/n03478589_half_track.JPEG,other,train
broken_streetlight_raw/IMG-20240301-WA0005.jpg,broken_streetlight,train
other_pool/n03538406_horse_cart.JPEG,other,train
graffiti_raw/2019-01-20 12.34.31 1961226764064013808_cargraffiti.jpg,graffiti,train
other_pool/n03782006_monitor.JPEG,other,train
pothole_raw/Pothole Dataset/img-32.jpg,pothole,train
other_pool/n04133789_sandal.JPEG,other,train
illegal_dumping_raw/trash58.jpg,illegal_dumping,train
other_pool/n02825657_bell_cote.JPEG,other,train
graffiti_raw/2019-10-19_17-42-35_UTC_1.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-406.jpg,pothole,train
graffiti_raw/2018-10-18 11.55.14 1893047881088416265_cargraffiti.jpg,graffiti,train
broken_streetlight_raw/IMG20240307203519.jpg,broken_streetlight,train
graffiti_raw/2019-08-18_21-09-57_UTC.jpg,graffiti,train
pothole_raw/Pothole Dataset/img-324.jpg,pothole,train
other_pool/n04254777_sock.JPEG,other,train
graffiti_raw/2019-02-15 15.07.38 1980148003377586489_cargraffiti.jpg,graffiti,train
broken_streetlight_raw/IMG20240307184612.jpg,broken_streetlight,train
pothole_raw/Pothole Dataset/img-445.jpg,pothole,train
broken_streetlight_raw/IMG_20240301_065208.jpg,broken_streetlight,train
other_pool/n02423022_gazelle.JPEG,other,train
pothole_raw/Pothole Dataset/img-94.jpg,pothole,train
other_pool/n01632777_axolotl.JPEG,other,train
pothole_raw/Pothole Dataset/img-358.jpg,pothole,train
pothole_raw/Pothole Dataset/img-1059.jpg,pothole,train
other_pool/n04532670_viaduct.JPEG,other,train
broken_streetlight_raw/20240309_190657.jpg,broken_streetlight,train
other_pool/n03314780_face_powder.JPEG,other,train
other_pool/n04612504_yawl.JPEG,other,train
broken_streetlight_raw/20240305_192619.jpg,broken_streetlight,train
graffiti_raw/2019-10-26_19-22-04_UTC_2.jpg,graffiti,train
other_pool/n02701002_ambulance.JPEG,other,train
